stationid,highwayid,milepost,locationtext,length,upstream,downstream,numberlanes,length_mid,downstream_mile,upstream_mile,agencyid,opposite_stationid,segment_geom,station_geom,start_date,end_date,lon,lat,detectortype,detectorlocation,agency,region,active_dates,id,station_location_id
3107,4,23.27,Prescott (2DS005) @ SB I-205 MP23.27,0.865,1141,3105,4,0.865,22.475,23.340,269,,0102000020110F000027000000BC9690FB2D066AC1E0361A38B4C75541F48E53262E066AC190976E12ADC7554114AE47272E066AC1A80A461DA2C755410A6822B22D066AC178832F1098C75541560E2DAE2C066AC1C8BAB8498DC75541703D0A732B066AC1408B6C5B81C755413108AC162A066AC100B37B5676C75541EE5A428628066AC1B0EA73456AC75541EC9E3C0E26066AC1E8E236AE5CC75541569FABEB22066AC150499D644EC75541211FF42A20066AC1F897DD4743C75541FFB27B881E066AC1C00E9C473DC755416007CE1B1D066AC1F038456F38C7554126E483AE1B066AC148EA044434C755415D6DC5D417066AC160764FB228C7554101DE021714066AC1904AEAE81EC75541E2E9958A0F066AC1D8F0F46E14C755415D6DC5FC08066AC16032557006C755417CD0B351F9056AC1F8EDEBB8E7C655414E62104EEF056AC12897FF1CD4C655414260E586E9056AC1F8285CBFC7C655417446944EE4056AC14837898DBCC6554130BB2737E0056AC1182FDD18B2C655416ABC7459DC056AC1F016486CA7C655416519E2F4D8056AC128CB10EB9BC6554120D26F3BD6056AC1A0CDAA4B91C65541D34D62BED3056AC1381136FC85C65541DD240609D2056AC130772D097CC65541107A36DFD0056AC1F8A9F15671C65541EA73B511D0056AC1D881736E6AC6554152499D8CCF056AC120166AF565C655416D567DE4CE056AC1D8F0F4B65CC65541D8F0F44ECE056AC110BE306551C655414082E22FCE056AC1408B6CF349C65541DC680019CE056AC1A0703D7A44C6554106819581CE056AC158643BF335C655415A643B5FCF056AC19053742C27C6554192ED7C23D1056AC110E02DBC15C65541D34D629AD1056AC10881950F12C65541,0101000020110F0000782B14512E066AC1C33CF58699C75541,2014-12-04 15:15:00-08,2019-10-14 19:20:40-07,-122.5674537,45.5555782,,,ODOT,,"[2014-12-04,2019-10-14)",640377,144
3196,6,1.15,Broadway (2DS006) @ SB I-405 MP1.15,0.145,1121,1135,3,0.145,1.115,1.260,73,,0102000020110F000007000000726891E9AD0C6AC140CF666D72C055411C5A6403AA0C6AC1482575DE69C05541B4C87638A60C6AC16888631963C0554148BF7D15A40C6AC1A8E848CA5EC055414872F9BD980C6AC1B0506BFA49C055416ADE71FE950C6AC190ED7CEF44C0554192ED7CF7920C6AC1280681613FC05541,0101000020110F0000FCC6D1BD900C6AC184BED06339C05541,2014-06-05 12:45:40-07,,-122.684912,45.5080514,,,ODOT,,"[2014-06-05,)",631645,18
3125,7,0.45,W. Grand (2DS013) @ EB I-84 MP0.45,0.485,,1055,3,0.485,0.485,0,277,,0102000020110F0000100000001CEBE23A7E0B6AC190CB7F90DCC2554195D409367A0B6AC100D578A9D7C255419A081BE2780B6AC1F0C9C316D6C255411B9E5E4F780B6AC1F8EDEB68D5C2554175029AD8760B6AC1580E2D1AD4C25541C8073D93730B6AC108CE19E9D1C25541FE65F72E710B6AC1688863B1D0C25541B9FC872C6F0B6AC168BC74ABCFC25541605452DF6A0B6AC158F5B9CECEC25541EA043455660B6AC190A0F8D9CEC2554102BC051A610B6AC1A01A2FFDCFC255414A0C02895C0B6AC198559F87D2C255410C71ACDF580B6AC1E851B856D5C25541865AD366540B6AC138D6C5B1D9C25541DA3D79F8490B6AC1C854C1BCE3C2554188F4DBC7470B6AC1605DDC1AE6C25541,0101000020110F0000A00A3A6D3C0B6AC1C7156029F2C25541,2014-11-18 09:59:40-08,2015-06-17 16:28:00-07,-122.6604552,45.5255947,,,ODOT,,"[2014-11-18,2015-06-17)",639495,149
3125,7,0.45,W. Grand (2DS013) @ EB I-84 MP0.45,0.210,1097,1055,3,0.210,0.485,0.275,277,,0102000020110F0000100000001CEBE23A7E0B6AC190CB7F90DCC2554195D409367A0B6AC100D578A9D7C255419A081BE2780B6AC1F0C9C316D6C255411B9E5E4F780B6AC1F8EDEB68D5C2554175029AD8760B6AC1580E2D1AD4C25541C8073D93730B6AC108CE19E9D1C25541FE65F72E710B6AC1688863B1D0C25541B9FC872C6F0B6AC168BC74ABCFC25541605452DF6A0B6AC158F5B9CECEC25541EA043455660B6AC190A0F8D9CEC2554102BC051A610B6AC1A01A2FFDCFC255414A0C02895C0B6AC198559F87D2C255410C71ACDF580B6AC1E851B856D5C25541865AD366540B6AC138D6C5B1D9C25541DA3D79F8490B6AC1C854C1BCE3C2554188F4DBC7470B6AC1605DDC1AE6C25541,0101000020110F0000A00A3A6D3C0B6AC1C7156029F2C25541,2015-06-17 16:28:00-07,,-122.6604552,45.5255947,,,ODOT,,"[2015-06-17,)",642898,149
3125,7,0.45,W. Grand (2DS013) @ EB I-84 MP0.45,0.210,1097,1055,3,0.210,0.485,0.275,277,,0102000020110F0000100000001CEBE23A7E0B6AC190CB7F90DCC2554195D409367A0B6AC100D578A9D7C255419A081BE2780B6AC1F0C9C316D6C255411B9E5E4F780B6AC1F8EDEB68D5C2554175029AD8760B6AC1580E2D1AD4C25541C8073D93730B6AC108CE19E9D1C25541FE65F72E710B6AC1688863B1D0C25541B9FC872C6F0B6AC168BC74ABCFC25541605452DF6A0B6AC158F5B9CECEC25541EA043455660B6AC190A0F8D9CEC2554102BC051A610B6AC1A01A2FFDCFC255414A0C02895C0B6AC198559F87D2C255410C71ACDF580B6AC1E851B856D5C25541865AD366540B6AC138D6C5B1D9C25541DA3D79F8490B6AC1C854C1BCE3C2554188F4DBC7470B6AC1605DDC1AE6C25541,0101000020110F0000A00A3A6D3C0B6AC1C7156029F2C25541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6604552,45.5255947,,,ODOT,,"[2014-10-23,2014-10-24)",638775,149
3126,8,0.45,W. Grand (2DS013) @ WB I-84 MP0.45,0.830,3128,,3,0.830,0,0.830,294,,,0101000020110F000082C04C353C0B6AC18531DD05FAC25541,2014-11-18 09:59:40-08,,-122.6604395,45.5257926,,,ODOT,,"[2014-11-18,)",639418,165
3126,8,0.45,W. Grand (2DS013) @ WB I-84 MP0.45,0.830,3128,,3,0.830,0,0.830,294,,,0101000020110F000082C04C353C0B6AC18531DD05FAC25541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6604395,45.5257926,,,ODOT,,"[2014-10-23,2014-10-24)",638542,165
3128,8,1.21,Holiday ramp (2DS014) @ WB I-84 MP1.21,0.685,3175,3126,3,0.685,0.830,1.515,295,,0102000020110F00000E0000005E4BC86D360A6AC1B88D06D4A9C35541D0D5568A5B0A6AC1C86D34A8A4C35541388941047D0A6AC1F897DDEF9FC3554194658899870A6AC1B8C876829EC3554196218E018C0A6AC1B8C876629DC35541AAF1D205950A6AC12853051F9AC355415B423EFE9B0A6AC110143F8A96C3554155302A3BA10A6AC1A84E406393C3554195D409A4A70A6AC148E17AE08EC35541B6847C74B00A6AC1705F072E88C35541986E124FCD0A6AC1304CA6D672C355419418043AE50A6AC1B8B88DEA60C3554132772DE1F10A6AC1388941D856C35541CAC34259F70A6AC1A82C43B451C35541,0101000020110F000010076676A00A6AC17E51584494C35541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6492468,45.5296754,,,ODOT,,"[2014-10-23,2014-10-24)",638668,166
3128,8,1.21,Holiday ramp (2DS014) @ WB I-84 MP1.21,0.685,3175,3126,3,0.685,0.830,1.515,295,,0102000020110F00000E0000005E4BC86D360A6AC1B88D06D4A9C35541D0D5568A5B0A6AC1C86D34A8A4C35541388941047D0A6AC1F897DDEF9FC3554194658899870A6AC1B8C876829EC3554196218E018C0A6AC1B8C876629DC35541AAF1D205950A6AC12853051F9AC355415B423EFE9B0A6AC110143F8A96C3554155302A3BA10A6AC1A84E406393C3554195D409A4A70A6AC148E17AE08EC35541B6847C74B00A6AC1705F072E88C35541986E124FCD0A6AC1304CA6D672C355419418043AE50A6AC1B8B88DEA60C3554132772DE1F10A6AC1388941D856C35541CAC34259F70A6AC1A82C43B451C35541,0101000020110F000010076676A00A6AC17E51584494C35541,2014-11-18 13:14:00-08,,-122.6492468,45.5296754,,,ODOT,,"[2014-11-18,)",639456,166
3175,8,1.82,28th (2DS015) @ WB I-84 MP1.82,0.445,1062,3128,3,0.445,1.515,1.960,296,,0102000020110F00000E0000000E4FAFEEC9096AC110E02DF0DAC35541AE69DE05CC096AC1809ECDDED5C35541AE47E11ECE096AC118FBCBEED0C35541FA0FE9EFD1096AC170AC8BEFCAC355419B559F51D6096AC17836ABF6C4C355412ACB106FD9096AC118E258FFC0C355419B559FC3DC096AC1C8FEB2B7BDC3554160E5D00EDF096AC1483789C1BBC35541501E168CE4096AC130C4B146B8C35541F46C56A7E8096AC140BD52A2B6C355416ABC748FF1096AC198218EA9B3C355415474243BFB096AC180B740CEB1C355412E90A0BA150A6AC1686FF061AEC355415E4BC86D360A6AC1B88D06D4A9C35541,0101000020110F000003645366DF096AC1ADDD6A7EBCC35541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.6353723,45.53068799,,,ODOT,,"[2014-10-23,2014-10-24)",638514,167
3175,8,1.82,28th (2DS015) @ WB I-84 MP1.82,0.445,1062,3128,3,0.445,1.515,1.960,296,,0102000020110F00000E0000000E4FAFEEC9096AC110E02DF0DAC35541AE69DE05CC096AC1809ECDDED5C35541AE47E11ECE096AC118FBCBEED0C35541FA0FE9EFD1096AC170AC8BEFCAC355419B559F51D6096AC17836ABF6C4C355412ACB106FD9096AC118E258FFC0C355419B559FC3DC096AC1C8FEB2B7BDC3554160E5D00EDF096AC1483789C1BBC35541501E168CE4096AC130C4B146B8C35541F46C56A7E8096AC140BD52A2B6C355416ABC748FF1096AC198218EA9B3C355415474243BFB096AC180B740CEB1C355412E90A0BA150A6AC1686FF061AEC355415E4BC86D360A6AC1B88D06D4A9C35541,0101000020110F000003645366DF096AC1ADDD6A7EBCC35541,2014-11-18 13:14:00-08,,-122.6353723,45.53068799,,,ODOT,,"[2014-11-18,)",639408,167
3176,8,3.36,53rd (2DS016) @ WB I-84 MP3.36,0.515,1060,1061,3,0.515,2.880,3.395,298,,0102000020110F000013000000B2BFECDC5F086AC1A857CA6E39C3554161C3D37B65086AC120D26FDF39C355411A2FDDC26A086AC140A4DF763BC35541166A4DC771086AC1188C4A0E3EC35541D9CEF7F976086AC150499DA440C35541C4B12E0C7B086AC18816D90643C35541EA2631907F086AC108B5A63146C3554150FC18D983086AC1C8BAB89149C35541CBA145D687086AC1587DAE2A4DC3554118B7D1E08B086AC1E851B87251C35541D42B65898F086AC1A813D0F455C35541780B249293086AC1D022DB615BC35541A0ABAD669B086AC170787AFD67C35541D812F28FAB086AC1C042AD8185C355412CF69717B5086AC198900F2697C35541C876BE75C0086AC1B01C5A7CABC35541F1F44ABFD2086AC1787AA5ECCCC3554163EE5AB0DB086AC120EBE202DBC35541BF0E9C63DD086AC1C039234EDDC35541,0101000020110F0000B1B6C10671086AC150807E833FC35541,2014-11-18 13:14:00-08,2018-07-26 13:21:00-07,-122.6090428,45.52754193,,,ODOT,,"[2014-11-18,2018-07-26)",639509,169
3176,8,3.36,53rd (2DS016) @ WB I-84 MP3.36,0.395,1060,10555,3,0.395,3.000,3.395,298,,0102000020110F000013000000B2BFECDC5F086AC1A857CA6E39C3554161C3D37B65086AC120D26FDF39C355411A2FDDC26A086AC140A4DF763BC35541166A4DC771086AC1188C4A0E3EC35541D9CEF7F976086AC150499DA440C35541C4B12E0C7B086AC18816D90643C35541EA2631907F086AC108B5A63146C3554150FC18D983086AC1C8BAB89149C35541CBA145D687086AC1587DAE2A4DC3554118B7D1E08B086AC1E851B87251C35541D42B65898F086AC1A813D0F455C35541780B249293086AC1D022DB615BC35541A0ABAD669B086AC170787AFD67C35541D812F28FAB086AC1C042AD8185C355412CF69717B5086AC198900F2697C35541C876BE75C0086AC1B01C5A7CABC35541F1F44ABFD2086AC1787AA5ECCCC3554163EE5AB0DB086AC120EBE202DBC35541BF0E9C63DD086AC1C039234EDDC35541,0101000020110F0000B1B6C10671086AC150807E833FC35541,2018-07-26 13:21:00-07,,-122.6090428,45.52754193,,,ODOT,,"[2018-07-26,)",652788,169
3133,7,5.03,82nd (2DS018) @ EB I-84 MP5.03,0.785,3131,3135,3,0.785,5.425,4.640,282,,0102000020110F00001A00000090C2F57835076AC1E07A14127EC45541BD52963F31076AC1A8F1D2A17DC455410A6822222B076AC1109C33FE7BC455416ABC747925076AC1E0E995EA79C45541992A181320076AC100F775D876C4554130992AFC19076AC1D03B4EED72C45541A913D0EA14076AC19028ED0D6FC45541E8D9ACC80F076AC198779C4A6AC455416A6FF06109076AC138B4C89E63C455411461C3DD01076AC1D0CCCC885BC4554165AA6050F6066AC1802F4C424EC455419C33A262E7066AC1182FDD8C3EC4554111C7BAFCCE066AC1F05A422E26C4554155C1A8E4C7066AC188635D181FC45541DDB5844EBA066AC190976E8A11C45541D8817328AD066AC16891ED1805C455414E6210369D066AC1C064AA1CF5C355414850FC2096066AC1501E16A6EEC35541865AD36690066AC1482575B2E9C3554196B20C958C066AC14082E293E6C355412A3A92BB87066AC1A03C2C2CE3C355418AB0E12D82066AC170B515EFDFC3554126C2864D7C066AC1D812F2EDDCC355411EA7E8A476066AC158B1BF64DAC35541DC68003972066AC1782D210FD9C35541234A7B056E066AC160E5D0F6D7C35541,0101000020110F00005AF299D2CB066AC1D688C33A22C45541,2014-12-02 15:52:00-08,,-122.5787729,45.5332488,,,ODOT,,"[2014-12-02,)",640061,154
3133,7,5.03,82nd (2DS018) @ EB I-84 MP5.03,0.785,3131,3135,3,0.785,5.425,4.640,282,,0102000020110F00001A00000090C2F57835076AC1E07A14127EC45541BD52963F31076AC1A8F1D2A17DC455410A6822222B076AC1109C33FE7BC455416ABC747925076AC1E0E995EA79C45541992A181320076AC100F775D876C4554130992AFC19076AC1D03B4EED72C45541A913D0EA14076AC19028ED0D6FC45541E8D9ACC80F076AC198779C4A6AC455416A6FF06109076AC138B4C89E63C455411461C3DD01076AC1D0CCCC885BC4554165AA6050F6066AC1802F4C424EC455419C33A262E7066AC1182FDD8C3EC4554111C7BAFCCE066AC1F05A422E26C4554155C1A8E4C7066AC188635D181FC45541DDB5844EBA066AC190976E8A11C45541D8817328AD066AC16891ED1805C455414E6210369D066AC1C064AA1CF5C355414850FC2096066AC1501E16A6EEC35541865AD36690066AC1482575B2E9C3554196B20C958C066AC14082E293E6C355412A3A92BB87066AC1A03C2C2CE3C355418AB0E12D82066AC170B515EFDFC3554126C2864D7C066AC1D812F2EDDCC355411EA7E8A476066AC158B1BF64DAC35541DC68003972066AC1782D210FD9C35541234A7B056E066AC160E5D0F6D7C35541,0101000020110F00005AF299D2CB066AC1D688C33A22C45541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5787729,45.5332488,,,ODOT,,"[2014-10-23,2014-10-24)",638697,154
3133,7,5.03,82nd (2DS018) @ EB I-84 MP5.03,0.890,3131,,3,0.890,5.53,4.640,282,,0102000020110F00001A00000090C2F57835076AC1E07A14127EC45541BD52963F31076AC1A8F1D2A17DC455410A6822222B076AC1109C33FE7BC455416ABC747925076AC1E0E995EA79C45541992A181320076AC100F775D876C4554130992AFC19076AC1D03B4EED72C45541A913D0EA14076AC19028ED0D6FC45541E8D9ACC80F076AC198779C4A6AC455416A6FF06109076AC138B4C89E63C455411461C3DD01076AC1D0CCCC885BC4554165AA6050F6066AC1802F4C424EC455419C33A262E7066AC1182FDD8C3EC4554111C7BAFCCE066AC1F05A422E26C4554155C1A8E4C7066AC188635D181FC45541DDB5844EBA066AC190976E8A11C45541D8817328AD066AC16891ED1805C455414E6210369D066AC1C064AA1CF5C355414850FC2096066AC1501E16A6EEC35541865AD36690066AC1482575B2E9C3554196B20C958C066AC14082E293E6C355412A3A92BB87066AC1A03C2C2CE3C355418AB0E12D82066AC170B515EFDFC3554126C2864D7C066AC1D812F2EDDCC355411EA7E8A476066AC158B1BF64DAC35541DC68003972066AC1782D210FD9C35541234A7B056E066AC160E5D0F6D7C35541,0101000020110F00005AF299D2CB066AC1D688C33A22C45541,2014-11-18 10:00:40-08,2014-12-01 14:09:00-08,-122.5787729,45.5332488,,,ODOT,,"[2014-11-18,2014-12-01)",639465,154
3133,7,5.03,82nd (2DS018) @ EB I-84 MP5.03,1.225,3131,3137,3,1.225,5.865,4.640,282,,0102000020110F00001A00000090C2F57835076AC1E07A14127EC45541BD52963F31076AC1A8F1D2A17DC455410A6822222B076AC1109C33FE7BC455416ABC747925076AC1E0E995EA79C45541992A181320076AC100F775D876C4554130992AFC19076AC1D03B4EED72C45541A913D0EA14076AC19028ED0D6FC45541E8D9ACC80F076AC198779C4A6AC455416A6FF06109076AC138B4C89E63C455411461C3DD01076AC1D0CCCC885BC4554165AA6050F6066AC1802F4C424EC455419C33A262E7066AC1182FDD8C3EC4554111C7BAFCCE066AC1F05A422E26C4554155C1A8E4C7066AC188635D181FC45541DDB5844EBA066AC190976E8A11C45541D8817328AD066AC16891ED1805C455414E6210369D066AC1C064AA1CF5C355414850FC2096066AC1501E16A6EEC35541865AD36690066AC1482575B2E9C3554196B20C958C066AC14082E293E6C355412A3A92BB87066AC1A03C2C2CE3C355418AB0E12D82066AC170B515EFDFC3554126C2864D7C066AC1D812F2EDDCC355411EA7E8A476066AC158B1BF64DAC35541DC68003972066AC1782D210FD9C35541234A7B056E066AC160E5D0F6D7C35541,0101000020110F00005AF299D2CB066AC1D688C33A22C45541,2014-12-01 14:09:00-08,2014-12-02 15:52:00-08,-122.5787729,45.5332488,,,ODOT,,"[2014-12-01,2014-12-02)",639897,154
3134,8,5.03,82nd (2DS018) @ WB I-84 MP5.03,0.460,3136,1059,3,0.460,4.965,5.425,300,,0102000020110F00000F000000C4B12E3670066AC1484772EDDDC355414A0C023B72066AC100B37B6EDEC35541BC96903577066AC120166A05E0C355412CF697117C066AC1F0164810E2C35541CA54C12681066AC170C5FE92E4C355416744696F85066AC198438B0CE7C3554148BF7DF58A066AC190B96BF1EAC3554106A3922490066AC158D3BC97EEC355415A86382A93066AC11058395CF1C355411973D70098066AC1C8FEB207F6C35541A835CDB79C066AC130C4B13AFBC3554175029A82B7066AC1F8A9F17615C455419A999929CA066AC1D06F5F9F27C455411895D4F9CE066AC110143F622CC45541C07D1D20D6066AC140E8D97433C45541,0101000020110F00005AB0A0CFCA066AC1C8E083E627C45541,2014-12-02 15:52:00-08,,-122.5787002,45.53339154,,,ODOT,,"[2014-12-02,)",639990,171
3134,8,5.03,82nd (2DS018) @ WB I-84 MP5.03,0.400,5145,1059,3,0.400,4.965,5.365,300,,0102000020110F00000F000000C4B12E3670066AC1484772EDDDC355414A0C023B72066AC100B37B6EDEC35541BC96903577066AC120166A05E0C355412CF697117C066AC1F0164810E2C35541CA54C12681066AC170C5FE92E4C355416744696F85066AC198438B0CE7C3554148BF7DF58A066AC190B96BF1EAC3554106A3922490066AC158D3BC97EEC355415A86382A93066AC11058395CF1C355411973D70098066AC1C8FEB207F6C35541A835CDB79C066AC130C4B13AFBC3554175029A82B7066AC1F8A9F17615C455419A999929CA066AC1D06F5F9F27C455411895D4F9CE066AC110143F622CC45541C07D1D20D6066AC140E8D97433C45541,0101000020110F00005AB0A0CFCA066AC1C8E083E627C45541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5787002,45.53339154,,,ODOT,,"[2014-10-23,2014-10-24)",638509,171
3134,8,5.03,82nd (2DS018) @ WB I-84 MP5.03,0.565,,1059,3,0.565,4.965,5.53,300,,0102000020110F00000F000000C4B12E3670066AC1484772EDDDC355414A0C023B72066AC100B37B6EDEC35541BC96903577066AC120166A05E0C355412CF697117C066AC1F0164810E2C35541CA54C12681066AC170C5FE92E4C355416744696F85066AC198438B0CE7C3554148BF7DF58A066AC190B96BF1EAC3554106A3922490066AC158D3BC97EEC355415A86382A93066AC11058395CF1C355411973D70098066AC1C8FEB207F6C35541A835CDB79C066AC130C4B13AFBC3554175029A82B7066AC1F8A9F17615C455419A999929CA066AC1D06F5F9F27C455411895D4F9CE066AC110143F622CC45541C07D1D20D6066AC140E8D97433C45541,0101000020110F00005AB0A0CFCA066AC1C8E083E627C45541,2014-11-18 10:00:40-08,2014-11-24 09:27:20-08,-122.5787002,45.53339154,,,ODOT,,"[2014-11-18,2014-11-24)",639406,171
3134,8,5.03,82nd (2DS018) @ WB I-84 MP5.03,0.900,3138,1059,3,0.900,4.965,5.865,300,,0102000020110F00000F000000C4B12E3670066AC1484772EDDDC355414A0C023B72066AC100B37B6EDEC35541BC96903577066AC120166A05E0C355412CF697117C066AC1F0164810E2C35541CA54C12681066AC170C5FE92E4C355416744696F85066AC198438B0CE7C3554148BF7DF58A066AC190B96BF1EAC3554106A3922490066AC158D3BC97EEC355415A86382A93066AC11058395CF1C355411973D70098066AC1C8FEB207F6C35541A835CDB79C066AC130C4B13AFBC3554175029A82B7066AC1F8A9F17615C455419A999929CA066AC1D06F5F9F27C455411895D4F9CE066AC110143F622CC45541C07D1D20D6066AC140E8D97433C45541,0101000020110F00005AB0A0CFCA066AC1C8E083E627C45541,2014-11-24 09:27:20-08,2014-12-02 15:52:00-08,-122.5787002,45.53339154,,,ODOT,,"[2014-11-24,2014-12-02)",639547,171
3135,7,5.82,Halsey (2DS019) @ EB I-84 MP5.82,0.835,3133,3137,3,0.835,6.260,5.425,283,,0102000020110F000028000000234A7B056E066AC160E5D0F6D7C35541A0F831EA62066AC120EBE2D2D5C3554120D26FC35B066AC1508D9782D5C35541C8073DB754066AC1C87F481BD6C35541A44E401F4E066AC1D066D5F3D6C35541E02D908247066AC1A8DFBEEED8C3554196438BC23F066AC158423E8CDBC355418F5374AE38066AC1E09387E1DEC355413945478A33066AC170469412E2C355415A643B812E066AC1F0FDD47CE5C35541C58F31F927066AC160BA4970EAC35541DC68003D22066AC100098AA7EFC355416007CE5720066AC1487B8393F1C35541F2D24DEA1B066AC1904AEA10F6C35541D7A370C512066AC1388941A400C455412FDD240C0E066AC1180DE0D106C45541363CBD4609066AC130FF21A50DC45541F1F44AAB08066AC188FD65830EC4554195D4099804066AC168226CE014C45541386744CD03066AC1D8C56D3416C455411973D784FD056AC1286519BE20C45541F46C569BF7056AC198B20CED2AC4554102BC0516F3056AC1C8A145E233C455418C4AEA5CEC056AC15040136941C4554110E9B733E7056AC1189E5E794DC455413A92CB69E2056AC1A8F1D2E558C4554140136115DE056AC1D834EF1C64C455411B9E5EF7D9056AC1C8C3424170C45541273108D8D5056AC18816D9DA7CC4554134A2B4A5D2056AC1D022DB5988C45541AE47E1E4CF056AC12865198E94C45541C58F315BCD056AC130DD24EAA1C4554103098AD1CA056AC1085F98B8AFC45541627FD9D9C8056AC128ED0DA6BCC45541D0D55670C7056AC11848506CCBC4554183C0CA83C6056AC170F90F89D7C45541E8D9ACD4C5056AC1A879C78DE1C45541280F0B1BC5056AC1A03C2CACEFC455417E1D3899C4056AC1F0A7C6B7FEC455416ADE7188C4056AC198DD938F00C55541,0101000020110F00003AFBDD711A066AC1009E90ACF5C35541,2014-12-02 15:52:00-08,,-122.5660256,45.5321273,,,ODOT,,"[2014-12-02,)",640017,155
3135,7,5.82,Halsey (2DS019) @ EB I-84 MP5.82,0.835,3133,3137,3,0.835,6.260,5.425,283,,0102000020110F000028000000234A7B056E066AC160E5D0F6D7C35541A0F831EA62066AC120EBE2D2D5C3554120D26FC35B066AC1508D9782D5C35541C8073DB754066AC1C87F481BD6C35541A44E401F4E066AC1D066D5F3D6C35541E02D908247066AC1A8DFBEEED8C3554196438BC23F066AC158423E8CDBC355418F5374AE38066AC1E09387E1DEC355413945478A33066AC170469412E2C355415A643B812E066AC1F0FDD47CE5C35541C58F31F927066AC160BA4970EAC35541DC68003D22066AC100098AA7EFC355416007CE5720066AC1487B8393F1C35541F2D24DEA1B066AC1904AEA10F6C35541D7A370C512066AC1388941A400C455412FDD240C0E066AC1180DE0D106C45541363CBD4609066AC130FF21A50DC45541F1F44AAB08066AC188FD65830EC4554195D4099804066AC168226CE014C45541386744CD03066AC1D8C56D3416C455411973D784FD056AC1286519BE20C45541F46C569BF7056AC198B20CED2AC4554102BC0516F3056AC1C8A145E233C455418C4AEA5CEC056AC15040136941C4554110E9B733E7056AC1189E5E794DC455413A92CB69E2056AC1A8F1D2E558C4554140136115DE056AC1D834EF1C64C455411B9E5EF7D9056AC1C8C3424170C45541273108D8D5056AC18816D9DA7CC4554134A2B4A5D2056AC1D022DB5988C45541AE47E1E4CF056AC12865198E94C45541C58F315BCD056AC130DD24EAA1C4554103098AD1CA056AC1085F98B8AFC45541627FD9D9C8056AC128ED0DA6BCC45541D0D55670C7056AC11848506CCBC4554183C0CA83C6056AC170F90F89D7C45541E8D9ACD4C5056AC1A879C78DE1C45541280F0B1BC5056AC1A03C2CACEFC455417E1D3899C4056AC1F0A7C6B7FEC455416ADE7188C4056AC198DD938F00C55541,0101000020110F00003AFBDD711A066AC1009E90ACF5C35541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5660256,45.5321273,,,ODOT,,"[2014-10-23,2014-10-24)",638587,155
3136,8,5.82,Halsey (2DS019) @ WB I-84 MP5.82,0.835,3138,3134,3,0.835,5.425,6.260,301,,0102000020110F0000160000004694F68EC5056AC19087858A15C555414694F6C2C5056AC1D83D792410C55541FAEDEBA0C6056AC1F0B0507BF5C45541643BDF69C7056AC1B8DA8AB9E1C45541E02D9060C8056AC1C87F48B3D2C45541F46C56E9C9056AC108F9A0B3C3C455415E29CB68CB056AC1A813D070B7C455414872F93FCD056AC178A52CA7ABC455419A081B6ECF056AC1C8BAB8A99FC45541A089B04BD2056AC16054527392C45541B37BF246D5056AC1E873B54186C455414FAF94D1D8056AC148EA048C7AC45541006F81B4DC056AC17814AE9F6EC45541FE43FA87DF056AC148EA041466C4554106A39252E4056AC1904AEA6C5AC4554140355E3AE9056AC1E8D022C74EC45541C6DCB53CEE056AC1D809680A44C455418273461AF5056AC168DE71BE35C45541A9A44E8CFC056AC140C6DCC927C45541F9A0674103066AC1F0B050031DC4554135EF387305066AC1E895B27C19C455413CBD529E08066AC130B29DD314C45541,0101000020110F00005613190A1C066AC1CC72FE94FCC35541,2014-12-02 15:52:00-08,,-122.5661402,45.53230118,,,ODOT,,"[2014-12-02,)",640075,172
3136,8,5.82,Halsey (2DS019) @ WB I-84 MP5.82,0.500,3138,5145,3,0.500,5.760,6.260,301,,0102000020110F0000160000004694F68EC5056AC19087858A15C555414694F6C2C5056AC1D83D792410C55541FAEDEBA0C6056AC1F0B0507BF5C45541643BDF69C7056AC1B8DA8AB9E1C45541E02D9060C8056AC1C87F48B3D2C45541F46C56E9C9056AC108F9A0B3C3C455415E29CB68CB056AC1A813D070B7C455414872F93FCD056AC178A52CA7ABC455419A081B6ECF056AC1C8BAB8A99FC45541A089B04BD2056AC16054527392C45541B37BF246D5056AC1E873B54186C455414FAF94D1D8056AC148EA048C7AC45541006F81B4DC056AC17814AE9F6EC45541FE43FA87DF056AC148EA041466C4554106A39252E4056AC1904AEA6C5AC4554140355E3AE9056AC1E8D022C74EC45541C6DCB53CEE056AC1D809680A44C455418273461AF5056AC168DE71BE35C45541A9A44E8CFC056AC140C6DCC927C45541F9A0674103066AC1F0B050031DC4554135EF387305066AC1E895B27C19C455413CBD529E08066AC130B29DD314C45541,0101000020110F00005613190A1C066AC1CC72FE94FCC35541,2014-10-23 13:02:40-07,2014-10-24 13:02:40-07,-122.5661402,45.53230118,,,ODOT,,"[2014-10-23,2014-10-24)",638727,172
